,s_0_ma,s_0_me,s_0_vol,s_0_nb,s_0_freq,s_0_ratio,s_0_ratio2,s_1_ma,s_1_me,s_1_vol,s_1_nb,s_1_freq,s_1_ratio,s_1_ratio2,s_2_ma,s_2_me,s_2_vol,s_2_nb,s_2_freq,s_2_ratio,s_2_ratio2,s_3_ma,s_3_me,s_3_vol,s_3_nb,s_3_freq,s_3_ratio,s_3_ratio2,s_4_ma,s_4_me,s_4_vol,s_4_nb,s_4_freq,s_4_ratio,s_4_ratio2,s_5_ma,s_5_me,s_5_vol,s_5_nb,s_5_freq,s_5_ratio,s_5_ratio2,s_6_ma,s_6_me,s_6_vol,s_6_nb,s_6_freq,s_6_ratio,s_6_ratio2,s_7_ma,s_7_me,s_7_vol,s_7_nb,s_7_freq,s_7_ratio,s_7_ratio2,s_8_ma,s_8_me,s_8_vol,s_8_nb,s_8_freq,s_8_ratio,s_8_ratio2,s_9_ma,s_9_me,s_9_vol,s_9_nb,s_9_freq,s_9_ratio,s_9_ratio2,target
677328589,2185.8,0.7375377077048716,210.64300345485475,9.0,0.016,1.462,1.188,9665.9,0.11429809503174947,654.105043637686,21.0,0.036,1.068,1.444,2477.5,-0.5833236112731455,210.90677529838229,9.0,0.016,1.05,1.381,2645.8,0.8770853819103015,248.10837318733135,16.0,0.028,1.263,1.282,2352.6,0.20436326061232313,127.37400283947918,11.0,0.023,1.126,1.552,3501.3,2.209346510891485,303.660674591261,12.0,0.021,1.789,1.178,8159.299999999999,-1.8700188330194496,350.20894712942993,12.0,0.022,1.482,1.663,5753.4,-1.6587390210163164,382.79804675563145,18.0,0.034,1.404,1.527,3111.7,-0.6132731121147981,276.8613777737513,16.0,0.033,1.195,1.359,3940.8,-0.5189580173663773,384.70097135844554,13.0,0.021,1.269,1.215,6186793
677521913,9444.5,2.6720554657422375,609.5544310591546,11.0,0.026,1.2,1.577,24089.300000000003,0.23149614173097116,1149.933007618245,19.0,0.033,1.059,1.752,7740.299999999999,-100.01179980333661,967.3039816646126,2.0,0.01,1.308,1.154,5080.0,-3.121697971700472,588.4904639886587,17.0,0.027,1.071,1.293,,,,0.0,0.0,0.0,0.0,6647.5,-9.443725937901036,980.6322233698958,4.0,0.012,1.141,1.046,4377.0,-17.43890935151081,650.3257137105518,1.0,0.0,0.0,0.0,5372.7,2.3571607139881,838.610316861397,4.0,0.005,1.068,1.041,6285.299999999999,2.337294378427026,577.0721177866657,17.0,0.028,1.298,1.356,8541.9,1.0262495625072916,861.7100818081823,13.0,0.022,1.358,1.266,5073807
677960831,4483.6,-4.864802253295778,513.3133264505668,10.0,0.016,1.239,1.158,15954.3,7.64193930101165,1605.8241673471368,15.0,0.025,1.204,1.245,4091.3,-3.909568173863769,479.46414731184285,4.0,0.015,1.27,1.08,5198.7,-1.9848669188846852,587.1042703080227,11.0,0.018,1.106,1.208,,,,0.0,0.0,0.0,0.0,3744.3,0.5569073848769187,647.9307527516523,1.0,0.0,0.0,0.0,3555.3,-0.05549907501541641,471.43944266540353,10.0,0.016,1.219,1.103,7936.2,-5.4573423776270396,419.16145093002586,11.0,0.017,3.487,1.461,5316.6,2.0125806729197144,565.6888761960801,12.0,0.021,1.114,1.167,7671.700000000001,14.68868852185797,944.8596543600753,12.0,0.021,1.04,1.139,28286783
678069085,5196.5,3.5162580623656274,369.6632672099284,10.0,0.016,1.179,1.419,15032.3,0.6232729454509092,638.5592988449796,12.0,0.02,1.285,1.891,,,,0.0,0.0,0.0,0.0,4285.4,-0.5288245195913401,313.86346256838226,11.0,0.018,1.255,1.308,3237.2,-0.7742704288261862,235.08198807995933,10.0,0.018,1.118,1.701,4524.4,3.098365027249546,565.5799519190839,5.0,0.011,1.035,1.075,4535.3,-0.33099448342527626,367.25319153464295,7.0,0.01,1.165,1.365,2937.5,-2.6965217246379227,396.41967552088335,11.0,0.017,1.121,1.087,6310.8,0.5981233646105898,382.86194855929114,14.0,0.024,1.746,1.499,11286.6,-8.085515241412644,759.4204199568582,8.0,0.014,1.152,1.596,40367148
678082835,5149.7,0.019183013616439724,568.1629878790586,15.0,0.025,1.093,1.223,17106.5,4.7653372443792605,1867.1608191512937,22.0,0.037,1.045,1.197,4076.3,-3.1571140480991984,486.71671108097746,11.0,0.02,1.123,1.108,5197.4,-10.956550724154598,706.2512599267297,8.0,0.013,1.062,1.074,3888.3,0.2941617639706005,363.82266310009425,21.0,0.036,1.116,1.244,4011.4,2.3200613323111283,632.9305633643675,2.0,0.066,1.121,1.061,3498.5,-4.464092265128914,471.5270520186868,6.0,0.009,1.019,1.046,2777.3,-3.0029332844452594,373.2445110562848,11.0,0.018,1.047,1.103,4655.5,1.0468992183463608,632.3704920849583,14.0,0.023,1.085,1.082,8375.9,0.47520874652089135,1121.6188490639354,12.0,0.019,1.07,1.085,279557
678169850,4125.0,0.4027432876118731,436.9078317421005,9.0,0.02,1.097,1.195,7911.799999999999,2.8070365493908436,457.015298301313,19.0,0.032,1.076,1.552,,,,0.0,0.0,0.0,0.0,2953.6,2.2820619656339063,361.11100992219843,11.0,0.024,1.144,1.106,3057.9,-0.4174430426159564,197.03192329016616,17.0,0.028,1.292,1.38,11632.7,24.646505891568474,1687.1010765923663,10.0,0.017,1.055,1.126,4523.2,0.20617989700171663,510.63681069810684,7.0,0.013,1.065,1.254,6486.200000000001,-23.096281728637855,807.1042251938936,12.0,0.023,1.595,1.183,,,,0.0,0.0,0.0,0.0,9138.1,-4.407009883168614,757.6448651321848,14.0,0.028,1.665,1.279,17808441
678175964,3764.0,-1.3323111281478641,337.17633688141734,8.0,0.015,1.048,1.406,12771.1,-0.6925551240812653,543.1774861525913,17.0,0.029,1.091,1.627,,,,0.0,0.0,0.0,0.0,5502.9,-1.0659322344627589,335.67499106210005,12.0,0.025,1.189,1.28,2694.5,-1.3915101414976416,209.39073282407833,18.0,0.031,1.03,1.48,4562.0,7.957517374710421,692.417442092048,7.0,0.012,1.025,1.019,5307.3,0.9626339561007317,462.7744927066571,14.0,0.025,1.15,1.244,6234.4,-4.707554874085432,611.4225271441275,20.0,0.035,1.251,1.204,,,,0.0,0.0,0.0,0.0,11956.7,11.740770987150214,758.2190806727921,10.0,0.019,1.6,1.362,28381090
678646361,4677.3,-2.6954217429709506,422.4044173802426,11.0,0.02,1.297,1.273,34173.2,3.9414676422059634,1005.3472293804989,14.0,0.023,2.658,1.942,4754.2,-7.266328894518424,522.7523967105268,4.0,0.009,1.108,1.328,5895.299999999999,3.2198630022832955,413.4996359050872,10.0,0.02,1.337,1.392,,-6.810344827586207,146.64659099892242,0.0,0.0,0.0,0.0,5705.700000000001,-11.84633589440176,857.5837616166011,6.0,0.014,1.086,1.057,4178.9,0.976917051382477,560.0772205767271,3.0,0.004,1.051,1.131,4971.1,6.476058732354461,752.3643556120794,3.0,0.009,1.019,1.12,6583.0,2.703254945750904,405.3126416960285,12.0,0.024,1.152,1.402,,-9.246858864981053,712.6094882283422,9.0,0.015,1.209,1.192,6350450
679074896,4552.4,-2.634556090731821,643.7353746258221,4.0,0.013,1.105,1.034,20972.7,1.9564840585990233,986.9750724105305,15.0,0.025,1.391,1.575,7139.700000000001,20.599256679055348,1068.8321180072385,3.0,0.004,1.087,1.067,4476.6,-6.501658305694905,621.9281560793239,8.0,0.016,1.076,1.088,4030.2,2.1825802903284943,218.49640051024042,18.0,0.029,1.563,1.446,16806.5,-34.24209596506725,2102.346986498908,9.0,0.02,1.072,1.209,6589.7,30.48799186680222,983.7307604335405,7.0,0.011,1.087,1.075,9465.3,44.234679422009634,1356.3149864377413,4.0,0.008,1.183,1.189,4233.9,4.94809752805197,517.9626193641787,20.0,0.033,1.113,1.156,7139.799999999999,0.3186613556440726,965.2835633363325,11.0,0.017,1.004,1.106,35918932
679097441,1166.3,-0.3386776887051883,118.80354417051849,9.0,0.015,1.002,1.255,16292.6,1.5390576823719604,524.6007474701447,12.0,0.023,1.66,2.27,1539.7,-2.425109581506975,124.11924871818513,10.0,0.016,1.4,1.408,2203.8,0.3146280895318411,149.48118632043423,11.0,0.018,1.001,1.663,3676.4,0.10443159280678656,171.9548566319525,5.0,0.011,1.033,2.7,1994.0,0.4494258429026183,237.93083139511336,20.0,0.033,1.29,1.152,1583.8000000000002,2.9315678072032134,150.81682307263196,9.0,0.02,1.03,1.266,1489.2,-0.8730354494091765,162.04382609767833,18.0,0.037,1.259,1.209,2276.5,-0.4224096265062249,155.3326292617611,12.0,0.02,1.207,1.52,4094.5,-0.06321561307311545,289.7451500592431,12.0,0.02,1.137,1.517,28921118
679487700,5812.1,-2.5025082915284744,684.9406282811213,12.0,0.022,1.047,1.178,36488.8,-1.1371310478158698,3410.462985714962,25.0,0.042,1.073,1.308,4090.1,-8.268028866185563,525.1741710716838,15.0,0.024,1.001,1.115,6262.9,1.0994150097498374,756.3050001899162,19.0,0.034,1.09,1.164,4602.6,0.9504341594306761,489.00380403889886,21.0,0.036,1.147,1.23,3050.0,1.9352844119264678,367.54047268544247,13.0,0.023,1.005,1.198,2552.2,-3.4969417176380393,338.43164158888317,6.0,0.02,1.027,1.092,3678.1,-3.1540474325427907,477.86912748569864,20.0,0.033,1.135,1.129,5992.9,-5.548896850170261,796.9264677709602,16.0,0.03,1.059,1.147,10952.900000000001,-7.9079182013633105,1471.708294210874,14.0,0.025,1.097,1.094,5315391
679745839,4007.2,4.26317894701755,469.14875342809995,9.0,0.018,1.08,1.125,16961.0,12.9159180680322,1670.0403791921644,19.0,0.031,1.004,1.248,3549.3,0.7350544157597373,465.3934857383853,11.0,0.024,1.044,1.122,5330.700000000001,1.2970950484158597,591.6506462079418,14.0,0.024,1.225,1.124,,,,0.0,0.0,0.0,0.0,8027.299999999999,-2.125414576423726,794.3027376092856,12.0,0.022,1.371,1.208,4669.1,2.824502924951251,490.9601412904355,9.0,0.016,1.293,1.306,3996.7,1.1567973867102215,476.24440672332753,18.0,0.029,1.123,1.167,4212.7,0.3114447486100012,584.3104060711192,15.0,0.029,1.013,1.111,9504.400000000001,-1.3625939567673873,966.6900491173891,15.0,0.028,1.011,1.196,40011331
679999868,4521.3,0.06538224362927285,635.6903053943416,3.0,0.005,1.024,1.045,17045.1,1.5450409159847336,1070.19050944836,19.0,0.036,1.186,1.393,4024.6000000000004,-3.7302044965917234,533.6271700446824,5.0,0.017,1.002,1.078,4618.200000000001,2.898035032749454,688.4643286213957,4.0,0.009,1.031,1.038,3391.3,2.139131014483092,298.04486104709963,17.0,0.03,1.209,1.277,13809.7,23.436726054565757,1703.8277871159314,4.0,0.005,1.001,1.152,8390.3,8.775753737437709,1062.058993766827,2.0,0.004,1.112,1.056,8749.8,15.709588173530442,1567.9623376359186,0.0,0.0,0.0,0.0,4235.9,4.951734137764371,515.2016754543097,23.0,0.041,1.07,1.162,8571.3,1.0521657972367127,1155.1110260868033,7.0,0.016,1.087,1.124,31281201
680130950,4439.9,0.6423726271228812,388.1377351991246,18.0,0.029,1.051,1.348,,,,0.0,0.0,0.0,0.0,2990.5,8.92525124581257,359.68724193943416,6.0,0.017,1.106,1.214,2744.7,0.1605973233779437,353.5927425880557,17.0,0.029,1.11,1.109,2552.6,0.4136764387260212,220.6344113986461,19.0,0.031,1.222,1.336,6584.6,3.779653672438793,556.202484870948,22.0,0.037,1.382,1.256,7699.6,-1.3341277645372578,466.4732127383875,15.0,0.027,1.631,1.438,9379.7,10.424409593173447,642.6612988693273,11.0,0.017,1.874,1.774,2446.6,1.356510724821253,304.54579903892324,16.0,0.027,1.051,1.127,6044.3,0.690005166580557,637.8304411103901,15.0,0.025,1.147,1.244,26820565
680255437,4582.4,0.9441342644289262,624.4901907254662,10.0,0.017,1.013,1.054,20943.8,-0.3582106964883919,1946.8317461118284,16.0,0.025,1.201,1.326,5738.7,5.561990633489442,630.1112670720273,8.0,0.013,1.406,1.164,6890.8,10.673222112964783,877.3627017237093,16.0,0.026,1.094,1.213,,,,0.0,0.0,0.0,0.0,4409.1,1.497025049582507,706.7612497660814,5.0,0.012,1.018,1.041,6059.1,-3.1470808819853002,632.6588162118331,14.0,0.023,1.007,1.167,4278.0,0.2840452659122348,540.6260118531085,18.0,0.032,1.003,1.178,5846.5,-9.279705343177651,748.8686604204297,14.0,0.025,1.154,1.137,11208.0,-7.823352944117598,1258.3606944823123,11.0,0.02,1.026,1.14,24039211
680492354,4374.4,-10.371243812603124,627.8915311549862,5.0,0.009,1.037,1.075,16721.4,4.537741037649372,1008.3273983735237,19.0,0.03,1.21,1.415,3724.8,8.4147597540041,535.8707538642739,5.0,0.008,1.051,1.069,5354.9,3.4394926751220813,722.4331194992609,10.0,0.019,1.11,1.135,2060.2,-0.921917968033866,189.26629139286894,18.0,0.03,1.298,1.313,12199.2,23.1542807619873,1754.7513489785679,4.0,0.008,1.038,1.068,7123.0,10.243079282011966,1077.019901718162,1.0,0.0,0.0,0.0,9537.6,13.595673405443243,1453.0548355371964,2.0,0.026,1.208,1.104,4158.1,-0.75060415659739,498.31719904778413,19.0,0.032,1.036,1.171,7387.4,-12.53445775903735,1019.5298514666009,8.0,0.012,1.016,1.095,30130984
680576870,6611.4,5.8976017066382225,644.1715257329929,13.0,0.027,1.015,1.298,15902.7,4.482741954300762,1695.3164598705469,20.0,0.032,1.043,1.195,28157.6,-10.431176147064216,772.0862174536675,5.0,0.01,10.847,3.234,47609.9,7.434526091231813,1264.7294706668945,2.0,0.085,6.441,3.72,3410.6000000000004,-0.9872002133297778,358.95104026223544,24.0,0.042,1.003,1.197,5252.2,0.5827069548840853,676.7831422052803,3.0,0.006,1.992,1.333,16260.3,2.4432592790120164,551.938922232378,8.0,0.015,3.677,1.759,5903.0,-1.173980433659439,461.261431813344,19.0,0.032,1.152,1.255,6223.299999999999,5.446895188095522,920.9891424901215,7.0,0.013,6.676,2.255,10557.9,10.847119214679756,1155.1357176979843,12.0,0.022,1.071,1.186,5638844
681419015,2835.6,-6.500374993750104,321.90940129636164,7.0,0.015,1.017,1.171,8392.3,0.515191413476442,378.1756698847273,15.0,0.024,2.124,1.456,2644.6,-0.6651055815736404,278.9351481322822,10.0,0.022,1.155,1.124,2853.8999999999996,3.2048632522791287,275.6190412497234,10.0,0.026,1.598,1.167,2009.8999999999999,-0.3873435442742621,173.2081946516962,18.0,0.029,1.111,1.309,2795.2,1.4256294066922544,445.04552817876845,2.0,0.007,1.121,1.061,3614.1,-4.602923284611923,354.7851899416569,3.0,0.01,1.097,1.466,3100.7,18.473558774020432,474.1643917185723,4.0,0.01,1.056,1.05,2279.6,-1.3293377740959271,261.8034403489671,12.0,0.019,1.401,1.158,6924.799999999999,-0.35476075398743356,640.2187551989305,12.0,0.026,1.315,1.238,38982104
681597161,4285.4,1.0404659922334627,327.7113848850537,14.0,0.024,1.009,1.429,22598.800000000003,-2.947867535541074,650.0378123331517,13.0,0.023,1.626,2.353,,,,0.0,0.0,0.0,0.0,4071.0,0.2974283761937301,259.4214268526692,11.0,0.019,1.055,1.559,4979.5,0.019416343060948985,165.14477605941707,12.0,0.02,2.475,1.941,3422.4,-4.045415909734838,459.3186128323409,4.0,0.018,1.17,1.076,4457.1,0.32149464175597076,309.54026090303773,6.0,0.016,1.366,1.451,2511.6000000000004,7.207896535057749,322.576804004466,13.0,0.021,1.116,1.132,,,,0.0,0.0,0.0,0.0,9347.8,2.0376160397326712,546.3782761494084,11.0,0.019,1.829,1.45,30657487
682307156,4031.8999999999996,-2.0734154430759486,342.6467449335433,7.0,0.018,1.609,1.204,8640.8,-2.7134547757537373,533.7260185239413,14.0,0.029,1.557,1.542,2607.8,0.2968117198046699,281.07517042684066,11.0,0.021,1.153,1.26,2560.6000000000004,1.0465825569573841,283.49729111250446,18.0,0.031,1.198,1.19,2334.2,-0.23734604423259612,216.16290394645813,18.0,0.037,1.178,1.228,4286.5,0.10774820419659673,343.3170653055406,7.0,0.012,1.701,1.472,3612.6,1.305944900918318,406.54682142100694,8.0,0.013,1.133,1.27,2270.3,0.8959350677488709,277.48832072871176,18.0,0.033,1.153,1.161,2828.3,-3.0783320277995365,328.75267815172947,16.0,0.03,1.024,1.189,7173.6,7.930301161647306,767.3717246892757,11.0,0.026,1.042,1.244,40251095
682559898,2859.0,-4.099581673638773,388.74569036813176,9.0,0.017,1.009,1.04,5115.5,-3.011633139447676,434.8217133101355,19.0,0.037,1.038,1.379,2625.3,-1.7440209329844503,332.64486816045513,8.0,0.016,1.099,1.144,2382.8999999999996,-3.1268145530907816,312.78261191829245,13.0,0.025,1.061,1.114,3036.8,0.08581523641272645,209.2444756692814,21.0,0.036,1.054,1.353,2701.4,-5.826019566340561,426.2752521596746,1.0,0.0,0.0,0.0,2641.4,-1.679205346577557,389.2429348380903,3.0,0.005,1.111,1.075,3379.4,15.789653505774904,506.3647155787963,3.0,0.024,1.023,1.022,2562.7,1.347027549540841,303.8484074429675,15.0,0.029,1.116,1.14,6860.5,0.39279345344244265,774.5668100611748,8.0,0.016,1.159,1.177,45540716
683147984,1709.3,1.122131297811703,180.58677985190354,15.0,0.026,1.178,1.267,10018.400000000001,1.8353860768987182,558.1125696110049,16.0,0.026,1.156,1.521,1570.4,-2.0428659522341293,167.4944127113141,11.0,0.021,1.326,1.216,3299.7,-1.1677305378243696,294.6702498670819,13.0,0.02,1.125,1.424,4168.4,-0.935384410259829,148.79079405801974,7.0,0.022,1.585,2.273,2328.8,0.6457892368460526,258.50114642285916,20.0,0.033,1.249,1.199,2495.4,-1.9700504991583474,196.15009381939478,12.0,0.021,1.406,1.319,3623.4,-3.1801303311611475,376.93308452564827,21.0,0.039,1.197,1.243,2646.1000000000004,-2.092381793636773,229.03153543720762,13.0,0.028,1.076,1.336,25458.800000000003,1.7875535407743204,791.530517208963,5.0,0.017,3.455,2.205,9261859
683189731,4005.6,8.143230946150897,385.9790092582251,8.0,0.016,1.335,1.22,7548.8,2.402226629556174,601.0896304478877,19.0,0.034,1.264,1.388,3628.5,-0.3359277345377577,334.4925607983769,12.0,0.025,1.112,1.171,3402.8,0.4122931284478592,349.57700903156626,13.0,0.024,1.28,1.301,3785.6,1.8181530307828202,247.0457821015255,16.0,0.031,1.466,1.502,3719.0,-3.820436326061232,411.42591459657666,7.0,0.019,1.032,1.202,4581.6,-4.077232046132565,514.4109553569615,5.0,0.01,1.02,1.043,3266.2,-3.647655872402127,451.49375402624844,7.0,0.016,1.043,1.16,3213.7,0.24871859507604402,373.7127905586774,10.0,0.02,1.136,1.209,8965.3,-7.392560123997933,830.1204794850402,12.0,0.025,1.129,1.237,32545649
683713036,2580.6,-3.1188646855885733,336.4656828242009,11.0,0.022,1.119,1.118,13640.4,-3.951617473042116,873.1916445517312,20.0,0.034,1.01,1.47,2191.3,-4.040082665288912,267.23926563338,7.0,0.013,1.006,1.049,2528.3,1.9501674972083798,293.6618551927716,13.0,0.026,1.174,1.164,2660.1000000000004,0.6608389860168997,220.56689825374826,21.0,0.034,1.182,1.27,2201.3999999999996,-1.8763853935767738,303.84775279443227,10.0,0.018,1.069,1.089,2932.8999999999996,1.2608289861835635,277.51173102127626,7.0,0.019,1.717,1.221,8931.0,-0.47250879152014136,337.4707512855813,10.0,0.019,5.402,1.608,3541.1,-4.093448442525958,346.00227218575276,16.0,0.026,1.25,1.191,7271.5,12.99190013499775,807.1344301299832,14.0,0.024,1.143,1.164,17045543
684012682,1457.6,1.1371977133714437,96.50988018776884,16.0,0.044,1.191,1.379,5109.5,0.24899585006916553,305.3112826014,15.0,0.042,1.025,1.742,936.0,2.1122314628089534,91.59982984923253,10.0,0.031,1.055,1.301,1249.6,-0.31729471175480406,105.06612952895455,15.0,0.028,1.003,1.266,2107.8999999999996,0.06616556390726822,82.02440483576851,5.0,0.018,1.558,3.051,2133.5,-0.5959067348877519,219.89297000421354,18.0,0.03,1.264,1.217,986.5999999999999,2.217146380893652,129.3986902161155,7.0,0.012,1.057,1.13,1688.9,1.272645455909068,165.3228614532015,16.0,0.028,1.054,1.249,1364.3,0.3858769020516325,108.61320177311836,12.0,0.022,1.034,1.376,3059.9,-1.2886285228579524,209.0221552559223,12.0,0.022,1.176,1.543,19770960
684459129,3049.0,0.27142880951984133,377.4693401767362,12.0,0.022,1.081,1.175,23504.1,5.7356044065932235,1185.1950599535514,19.0,0.031,1.181,2.103,2414.1,-0.49907501541640975,276.31522017729924,11.0,0.02,1.33,1.108,2759.8,-2.206679888668522,315.11094630976714,19.0,0.031,1.018,1.186,2805.8999999999996,2.078898685021916,265.99623726960823,22.0,0.037,1.07,1.367,2897.5,-1.8247862535624406,265.67555763487036,15.0,0.028,1.093,1.282,2806.3999999999996,1.5098915018083032,286.96925837169806,10.0,0.018,1.224,1.346,2446.8,2.185363577273712,256.6661556987602,22.0,0.035,1.486,1.243,3094.3,1.3384671167360187,363.26435430477824,20.0,0.033,1.09,1.238,7976.3,7.235712738121031,933.774884360787,11.0,0.022,1.163,1.254,28093433
685475461,3098.0,-1.8130531157814036,308.1651995879959,7.0,0.021,1.103,1.241,,,,0.0,0.0,0.0,0.0,3032.4,2.3994766753887435,279.6765797891761,5.0,0.014,1.019,1.377,4829.4,-15.33309444842586,472.64052273213986,12.0,0.03,1.553,1.247,3009.8,-0.9721004649922501,169.39238528320305,13.0,0.029,1.794,1.407,5885.6,-1.6084065265578906,796.7632320360487,2.0,0.004,1.162,1.081,4199.9,1.034332761120648,533.0088638541508,12.0,0.024,1.023,1.215,,,,0.0,0.0,0.0,0.0,2946.8,-0.9761374855670275,328.5118338811415,8.0,0.024,1.053,1.309,10701.7,-2.8224696255062414,683.9826148951566,12.0,0.032,1.613,1.359,5453412
685963584,3220.9,0.9099015016416393,354.1377804226296,6.0,0.018,1.006,1.231,9505.5,-2.6171563807269878,361.91258207800576,13.0,0.02,1.502,1.711,3178.1000000000004,-5.4241595973400445,300.005824266898,7.0,0.019,1.547,1.378,3003.2,-3.271262145630906,324.3279936599637,15.0,0.027,1.305,1.16,2357.1,-0.136464392260129,162.71349569861917,13.0,0.02,1.366,1.326,3299.1000000000004,-12.54682421959634,562.2525546223598,1.0,0.0,0.0,0.0,4310.2,0.47430876152064133,429.17458416948966,7.0,0.011,1.33,1.222,3604.8,-7.033832769453842,536.2558982570894,5.0,0.011,1.066,1.068,3780.2,0.6298845581970363,321.2017592311606,19.0,0.034,1.543,1.21,8427.3,0.4648922517958034,659.0852567374457,9.0,0.02,1.437,1.25,42641672
686204475,6398.0,4.784620256329061,632.633541745001,15.0,0.024,1.159,1.35,8763.0,-0.9872335461075649,747.4463952697778,19.0,0.035,1.243,1.392,5200.3,-1.4907418209696506,563.5153920925018,14.0,0.029,1.03,1.212,4337.299999999999,-4.439559340677655,472.77723952448855,17.0,0.031,1.212,1.193,2863.3,0.9005069132796744,264.325999892052,14.0,0.028,1.002,1.322,8128.4,-14.866052232462792,1044.8089453956754,14.0,0.027,1.042,1.129,394.9,1.8723854602423293,53.85304536498284,29.0,0.048,1.022,1.12,3984.5,-0.5879735337744371,112.3587026301364,9.0,0.015,3.99,2.052,4832.0,0.906034899418343,504.67435787870943,13.0,0.027,1.09,1.106,10374.2,12.70977150380827,965.8369072038824,9.0,0.018,1.031,1.293,11579904
686319781,20795.9,-1.7802203296611723,432.88755193338733,4.0,0.009,6.689,4.059,8008.5,0.9130514491425142,493.7316147544467,14.0,0.027,1.019,1.632,3491.6000000000004,-0.4297595040082665,245.47804201707862,9.0,0.025,1.57,1.528,2554.6,-0.5953400776653722,248.51751856090058,16.0,0.027,1.194,1.191,2260.8,0.49410843152614126,186.93197526569006,18.0,0.035,1.221,1.344,9786.3,-1.5718404693255112,381.69651902938585,12.0,0.021,2.922,1.541,7553.400000000001,-0.1809303178280362,477.41070608087165,16.0,0.026,1.298,1.464,3116.6,0.035549407509874835,315.1796632333427,21.0,0.035,1.173,1.159,2711.5,-2.1164125650594947,269.29281260080245,16.0,0.03,1.322,1.316,9290.4,-0.8586523557940701,600.3265626063986,11.0,0.025,1.58,1.321,43475277
687579699,2597.3,2.5997733371110483,311.543094072539,10.0,0.016,1.039,1.186,3175.6000000000004,-0.7421209646505892,363.0705906703698,22.0,0.039,1.058,1.226,3493.8,2.464725587906868,425.9692341747082,13.0,0.023,1.034,1.161,2350.1,-2.068282195296745,316.6496960948541,20.0,0.034,1.071,1.112,1344.4,0.5908497249376657,161.53864188373973,13.0,0.022,1.554,1.16,4362.6,1.233162780620323,604.3676922170436,12.0,0.02,1.045,1.157,4540.2,-4.346244229262846,605.5196549483153,16.0,0.028,1.075,1.098,7076.4,2.7686205229912835,700.6998474202126,14.0,0.022,1.077,1.257,2775.5,-1.3476442059299012,335.64116574345104,25.0,0.041,1.214,1.136,5014.6,1.1327811203146614,633.5257067963862,14.0,0.025,1.063,1.109,16291400
688439289,9310.5,8.045199246679221,557.0157710641358,7.0,0.012,1.091,1.77,33301.1,-0.8808853185780237,1227.2798448864444,13.0,0.025,2.61,2.278,7300.0,4.708154864085598,513.7508880531635,7.0,0.012,1.5,1.601,7633.5,-2.871468808853186,576.4570831669188,7.0,0.012,1.021,1.479,,-3.8783783783783785,123.06562221166119,0.0,0.0,0.0,0.0,5203.700000000001,-8.680588656855718,762.5727037289967,4.0,0.011,1.021,1.056,4730.0,8.132597790036833,592.1813728393473,5.0,0.008,1.134,1.146,6561.8,-11.302411626472892,754.6532528939912,8.0,0.015,1.107,1.184,8949.1,2.756554057432376,599.3751497798206,8.0,0.014,1.306,1.413,,9.982449705661208,928.5699618443308,12.0,0.022,1.138,1.349,6780806
